9376,Afghanistan Areeba Mobile,0.1853
9377,Afghanistan Areeba Mobile,0.1853
9375,Afghanistan At Mobile,0.1671
9370,Afghanistan Awcc Mobile,0.174
9378,Afghanistan Etisalat Mobile,0.17
93,Afghanistan Other,0.1825
9372,Afghanistan Roshan Mobile,0.184
9379,Afghanistan Roshan Mobile,0.184
3552155,Albania Amc Fixed,0.1625
3552185,Albania Amc Fixed,0.162
3552253,Albania Amc Fixed,0.162
3552254,Albania Amc Fixed,0.162
3552440,Albania Amc Fixed,0.1625
3553270,Albania Amc Fixed,0.162
3553350,Albania Amc Fixed,0.162
3553351,Albania Amc Fixed,0.162
3553490,Albania Amc Fixed,0.162
3553491,Albania Amc Fixed,0.162
3553560,Albania Amc Fixed,0.162
3554630,Albania Amc Fixed,0.162
3554631,Albania Amc Fixed,0.162
3554632,Albania Amc Fixed,0.162
3554633,Albania Amc Fixed,0.162
3555114,Albania Amc Fixed,0.162
3555263,Albania Amc Fixed,0.1625
3555264,Albania Amc Fixed,0.162
3555370,Albania Amc Fixed,0.162
3555490,Albania Amc Fixed,0.162
3555491,Albania Amc Fixed,0.162
3555540,Albania Amc Fixed,0.162
3558290,Albania Amc Fixed,0.1625
3558291,Albania Amc Fixed,0.1625
3558340,Albania Amc Fixed,0.1625
3558460,Albania Amc Fixed,0.162
3558550,Albania Amc Fixed,0.162
35521160,Albania Amc Fixed,0.162
35521161,Albania Amc Fixed,0.162
35521250,Albania Amc Fixed,0.162
35521340,Albania Amc Fixed,0.162
35521440,Albania Amc Fixed,0.162
35521650,Albania Amc Fixed,0.162
35521651,Albania Amc Fixed,0.162
35521740,Albania Amc Fixed,0.162
35521741,Albania Amc Fixed,0.162
35521940,Albania Amc Fixed,0.162
35526160,Albania Amc Fixed,0.162
35526250,Albania Amc Fixed,0.162
35526293,Albania Amc Fixed,0.162
35526323,Albania Amc Fixed,0.162
35526350,Albania Amc Fixed,0.162
35526363,Albania Amc Fixed,0.162
35526373,Albania Amc Fixed,0.162
35526383,Albania Amc Fixed,0.162
35526450,Albania Amc Fixed,0.162
35526490,Albania Amc Fixed,0.162
35526523,Albania Amc Fixed,0.162
35526563,Albania Amc Fixed,0.162
35526650,Albania Amc Fixed,0.162
35526673,Albania Amc Fixed,0.162
35526723,Albania Amc Fixed,0.162
