9376,Afghanistan," Areeba Mobile",0.6223
9377,Afghanistan," Areeba Mobile",0.6223
9375,Afghanistan," At Mobile",0.5828
9370,Afghanistan," Awcc Mobile",0.5971
9378,Afghanistan," Etisalat Mobile",0.5793
93,Afghanistan," Other",0.6365
9372,Afghanistan," Roshan Mobile",0.6417
9379,Afghanistan," Roshan Mobile",0.6417
35521160,Albania," Amc Fixed",0.5563
35521161,Albania," Amc Fixed",0.5563
35521250,Albania," Amc Fixed",0.5563
35521340,Albania," Amc Fixed",0.5563
35521440,Albania," Amc Fixed",0.5563
3552155,Albania," Amc Fixed",0.5563
35521650,Albania," Amc Fixed",0.5563
35521651,Albania," Amc Fixed",0.5563
35521740,Albania," Amc Fixed",0.5563
35521741,Albania," Amc Fixed",0.5563
3552185,Albania," Amc Fixed",0.5563
35521940,Albania," Amc Fixed",0.5563
3552253,Albania," Amc Fixed",0.5563
3552254,Albania," Amc Fixed",0.5563
3552440,Albania," Amc Fixed",0.5563
35526160,Albania," Amc Fixed",0.5563
35526250,Albania," Amc Fixed",0.5563
35526293,Albania," Amc Fixed",0.5563
35526323,Albania," Amc Fixed",0.5563
35526350,Albania," Amc Fixed",0.5563
35526363,Albania," Amc Fixed",0.5563
35526373,Albania," Amc Fixed",0.5563
35526383,Albania," Amc Fixed",0.5563
35526450,Albania," Amc Fixed",0.5563
35526490,Albania," Amc Fixed",0.5563
35526523,Albania," Amc Fixed",0.5563
35526563,Albania," Amc Fixed",0.5563
35526650,Albania," Amc Fixed",0.5563
35526673,Albania," Amc Fixed",0.5563
35526723,Albania," Amc Fixed",0.5563
35526770,Albania," Amc Fixed",0.5563
35526840,Albania," Amc Fixed",0.5563
35526890,Albania," Amc Fixed",0.5563
35526950,Albania," Amc Fixed",0.5563
35526970,Albania," Amc Fixed",0.5563
35526990,Albania," Amc Fixed",0.5563
35527023,Albania," Amc Fixed",0.5563
35527043,Albania," Amc Fixed",0.5563
35527053,Albania," Amc Fixed",0.5563
35527070,Albania," Amc Fixed",0.5563
35527140,Albania," Amc Fixed",0.5563
35527190,Albania," Amc Fixed",0.5563
35527223,Albania," Amc Fixed",0.5563
35527253,Albania," Amc Fixed",0.5563
35527270,Albania," Amc Fixed",0.5563
35527323,Albania," Amc Fixed",0.5563
35527350,Albania," Amc Fixed",0.5563
35527370,Albania," Amc Fixed",0.5563
35527390,Albania," Amc Fixed",0.5563
35527440,Albania," Amc Fixed",0.5563
35527470,Albania," Amc Fixed",0.5563
35527490,Albania," Amc Fixed",0.5563
35527523,Albania," Amc Fixed",0.5563
35527550,Albania," Amc Fixed",0.5563
35527570,Albania," Amc Fixed",0.5563
35527590,Albania," Amc Fixed",0.5563
35527623,Albania," Amc Fixed",0.5563
35527660,Albania," Amc Fixed",0.5563
35527693,Albania," Amc Fixed",0.5563
35527723,Albania," Amc Fixed",0.5563
35527760,Albania," Amc Fixed",0.5563
35527790,Albania," Amc Fixed",0.5563
35527840,Albania," Amc Fixed",0.5563
35527860,Albania," Amc Fixed",0.5563
35527880,Albania," Amc Fixed",0.5563
35527923,Albania," Amc Fixed",0.5563
35527950,Albania," Amc Fixed",0.5563
35527970,Albania," Amc Fixed",0.5563
35527990,Albania," Amc Fixed",0.5563
35528123,Albania," Amc Fixed",0.5563
35528124,Albania," Amc Fixed",0.5563
35528143,Albania," Amc Fixed",0.5563
35528144,Albania," Amc Fixed",0.5563
35528190,Albania," Amc Fixed",0.5563
35528223,Albania," Amc Fixed",0.5563
35528250,Albania," Amc Fixed",0.5563
35528290,Albania," Amc Fixed",0.5563
35528323,Albania," Amc Fixed",0.5563
35528350,Albania," Amc Fixed",0.5563
35528390,Albania," Amc Fixed",0.5563
35528450,Albania," Amc Fixed",0.5563
35528523,Albania," Amc Fixed",0.5563
35528570,Albania," Amc Fixed",0.5563
35528623,Albania," Amc Fixed",0.5563
35528643,Albania," Amc Fixed",0.5563
35528680,Albania," Amc Fixed",0.5563
35528763,Albania," Amc Fixed",0.5563
35528790,Albania," Amc Fixed",0.5563
35528823,Albania," Amc Fixed",0.5563
35528850,Albania," Amc Fixed",0.5563
35528870,Albania," Amc Fixed",0.5563
35528890,Albania," Amc Fixed",0.5563
35528950,Albania," Amc Fixed",0.5563
35528970,Albania," Amc Fixed",0.5563
35528990,Albania," Amc Fixed",0.5563
35529140,Albania," Amc Fixed",0.5563
35529190,Albania," Amc Fixed",0.5563
35529240,Albania," Amc Fixed",0.5563
35529280,Albania," Amc Fixed",0.5563
35529340,Albania," Amc Fixed",0.5563
35529370,Albania," Amc Fixed",0.5563
35529390,Albania," Amc Fixed",0.5563
35529423,Albania," Amc Fixed",0.5563
35529460,Albania," Amc Fixed",0.5563
35529490,Albania," Amc Fixed",0.5563
35529523,Albania," Amc Fixed",0.5563
35529550,Albania," Amc Fixed",0.5563
35529570,Albania," Amc Fixed",0.5563
35529590,Albania," Amc Fixed",0.5563
35529623,Albania," Amc Fixed",0.5563
35529650,Albania," Amc Fixed",0.5563
35529680,Albania," Amc Fixed",0.5563
35529723,Albania," Amc Fixed",0.5563
35529750,Albania," Amc Fixed",0.5563
35529763,Albania," Amc Fixed",0.5563
35529780,Albania," Amc Fixed",0.5563
35531150,Albania," Amc Fixed",0.5563
35531151,Albania," Amc Fixed",0.5563
35531250,Albania," Amc Fixed",0.5563
35531350,Albania," Amc Fixed",0.5563
35531351,Albania," Amc Fixed",0.5563
3553270,Albania," Amc Fixed",0.5563
3553350,Albania," Amc Fixed",0.5563
3553351,Albania," Amc Fixed",0.5563
3553490,Albania," Amc Fixed",0.5563
3553491,Albania," Amc Fixed",0.5563
3553560,Albania," Amc Fixed",0.5563
35536023,Albania," Amc Fixed",0.5563
35536043,Albania," Amc Fixed",0.5563
35536063,Albania," Amc Fixed",0.5563
35536073,Albania," Amc Fixed",0.5563
35536090,Albania," Amc Fixed",0.5563
35536150,Albania," Amc Fixed",0.5563
35536240,Albania," Amc Fixed",0.5563
35536290,Albania," Amc Fixed",0.5563
35536340,Albania," Amc Fixed",0.5563
35536380,Albania," Amc Fixed",0.5563
35536440,Albania," Amc Fixed",0.5563
35536480,Albania," Amc Fixed",0.5563
35536540,Albania," Amc Fixed",0.5563
35536580,Albania," Amc Fixed",0.5563
35536640,Albania," Amc Fixed",0.5563
35536670,Albania," Amc Fixed",0.5563
35536740,Albania," Amc Fixed",0.5563
35536770,Albania," Amc Fixed",0.5563
35536840,Albania," Amc Fixed",0.5563
35536890,Albania," Amc Fixed",0.5563
35536923,Albania," Amc Fixed",0.5563
35536993,Albania," Amc Fixed",0.5563
35537140,Albania," Amc Fixed",0.5563
35537141,Albania," Amc Fixed",0.5563
35537223,Albania," Amc Fixed",0.5563
35537263,Albania," Amc Fixed",0.5563
35537283,Albania," Amc Fixed",0.5563
35537293,Albania," Amc Fixed",0.5563
35537340,Albania," Amc Fixed",0.5563
35537370,Albania," Amc Fixed",0.5563
35537393,Albania," Amc Fixed",0.5563
35537450,Albania," Amc Fixed",0.5563
35537490,Albania," Amc Fixed",0.5563
35537494,Albania," Amc Fixed",0.5563
35537523,Albania," Amc Fixed",0.5563
35537563,Albania," Amc Fixed",0.5563
35537590,Albania," Amc Fixed",0.5563
35537623,Albania," Amc Fixed",0.5563
35537680,Albania," Amc Fixed",0.5563
35537740,Albania," Amc Fixed",0.5563
35537773,Albania," Amc Fixed",0.5563
35537790,Albania," Amc Fixed",0.5563
35537823,Albania," Amc Fixed",0.5563
35537843,Albania," Amc Fixed",0.5563
35537853,Albania," Amc Fixed",0.5563
35537870,Albania," Amc Fixed",0.5563
35537890,Albania," Amc Fixed",0.5563
35538150,Albania," Amc Fixed",0.5563
35538151,Albania," Amc Fixed",0.5563
35538152,Albania," Amc Fixed",0.5563
35538240,Albania," Amc Fixed",0.5563
35538241,Albania," Amc Fixed",0.5563
35538350,Albania," Amc Fixed",0.5563
35538423,Albania," Amc Fixed",0.5563
35538470,Albania," Amc Fixed",0.5563
35538523,Albania," Amc Fixed",0.5563
35538593,Albania," Amc Fixed",0.5563
35538623,Albania," Amc Fixed",0.5563
35538650,Albania," Amc Fixed",0.5563
35538680,Albania," Amc Fixed",0.5563
35538693,Albania," Amc Fixed",0.5563
35538725,Albania," Amc Fixed",0.5563
35538790,Albania," Amc Fixed",0.5563
35538850,Albania," Amc Fixed",0.5563
35538923,Albania," Amc Fixed",0.5563
35538940,Albania," Amc Fixed",0.5563
35538980,Albania," Amc Fixed",0.5563
35539150,Albania," Amc Fixed",0.5563
35539151,Albania," Amc Fixed",0.5563
35539240,Albania," Amc Fixed",0.5563
35539241,Albania," Amc Fixed",0.5563
35539360,Albania," Amc Fixed",0.5563
35539361,Albania," Amc Fixed",0.5563
35539450,Albania," Amc Fixed",0.5563
35539560,Albania," Amc Fixed",0.5563
35539640,Albania," Amc Fixed",0.5563
35539690,Albania," Amc Fixed",0.5563
35539740,Albania," Amc Fixed",0.5563
35539790,Albania," Amc Fixed",0.5563
35539823,Albania," Amc Fixed",0.5563
35539850,Albania," Amc Fixed",0.5563
35539880,Albania," Amc Fixed",0.5563
3554630,Albania," Amc Fixed",0.5563
3554631,Albania," Amc Fixed",0.5563
3554632,Albania," Amc Fixed",0.5563
3554633,Albania," Amc Fixed",0.5563
35547210,Albania," Amc Fixed",0.5563
35547425,Albania," Amc Fixed",0.5563
35547550,Albania," Amc Fixed",0.5563
35547700,Albania," Amc Fixed",0.5563
35547870,Albania," Amc Fixed",0.5563
35547950,Albania," Amc Fixed",0.5563
35548270,Albania," Amc Fixed",0.5563
35548271,Albania," Amc Fixed",0.5563
35548272,Albania," Amc Fixed",0.5563
35548570,Albania," Amc Fixed",0.5563
35548660,Albania," Amc Fixed",0.5563
35548750,Albania," Amc Fixed",0.5563
35548855,Albania," Amc Fixed",0.5563
35548935,Albania," Amc Fixed",0.5563
35548936,Albania," Amc Fixed",0.5563
35549250,Albania," Amc Fixed",0.5563
35549440,Albania," Amc Fixed",0.5563
35549560,Albania," Amc Fixed",0.5563
35549730,Albania," Amc Fixed",0.5563
